"RNA17005" "RNA17007" "RNA17013" "RNA17019" "RNA17069" "RNA17070" "RNA17072" "RNA17079" "RNA17090" "RNA17094" "RNA17099" "RNA17108" "RNA17122" "RNA17130" "RNA17142" "RNA17145" "RNA17162" "RNA17174" "RNA17176" "RNA17178" "RNA17181" "RNA17203" "RNA17211" "RNA17213"
"LOC111100771" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100772" 0 1 1 0 2 0 0 0 0 2 0 0 0 4 0 0 0 1 1 1 0 0 0 1
"LOC111100773" 0 0 2 3 3 0 0 0 0 7 23 0 0 0 1 5 4 1 3 0 3 7 4 0
"LOC111100774" 0 0 0 0 2 1 0 0 0 0 0 0 0 1 1 0 0 0 2 0 0 0 0 0
"LOC111100775" 0 0 0 1 0 0 0 2 0 1 0 0 0 3 0 0 0 0 0 0 0 1 0 0
"LOC111100776" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100777" 3 0 2 5 0 0 0 1 0 1 0 1 0 3 0 4 0 0 0 0 1 3 0 2
"LOC111100778" 2 2 3 1 2 0 0 0 1 1 2 1 1 0 3 0 1 2 2 0 1 2 3 1
"LOC111100779" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 2 0
"LOC111100780" 1 0 3 0 0 0 0 0 0 0 0 3 0 5 0 0 0 1 0 0 0 0 0 2
"LOC111100781" 3 0 1 0 2 2 0 0 0 0 0 0 3 0 2 0 2 0 0 2 0 0 1 0
"LOC111100782" 0 2 0 1 1 1 0 0 2 0 0 0 0 0 0 0 0 2 0 0 3 0 2 0
"LOC111100783" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100784" 0 0 0 3 2 2 0 0 0 1 0 0 1 0 3 1 1 1 0 0 3 3 0 0
"LOC111100785" 1 1 0 0 2 0 3 0 0 0 0 0 0 1 0 0 5 1 0 0 0 0 1 0
"LOC111100786" 0 3 4 2 6 4 1 6 4 4 2 4 6 5 3 3 2 8 5 2 6 10 6 1
"LOC111100787" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"LOC111100788" 1 2 8 9 4 6 5 6 6 9 5 1 6 6 3 5 0 14 5 5 7 9 4 8
"LOC111100789" 2 1 1 0 1 1 1 0 1 4 2 2 1 2 0 0 0 0 0 1 2 0 1 2
"LOC111100790" 8 3 0 1 3 4 2 17 0 2 8 4 4 1 2 2 3 5 4 5 7 4 2 7
"LOC111100791" 5 12 7 2 6 6 5 3 2 5 4 6 9 6 2 6 6 9 4 5 0 5 8 5
"LOC111100792" 2 5 8 6 4 5 2 1 4 5 5 7 5 3 8 0 2 2 1 4 0 2 4 7
"LOC111100793" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0
"LOC111100794" 5 13 2 2 5 3 6 6 6 7 2 6 7 4 3 3 7 13 5 5 1 8 6 10
"LOC111100795" 1 9 11 3 4 15 14 1 5 13 3 5 11 5 4 2 3 15 3 6 8 1 4 16
"LOC111100796" 0 0 4 1 4 2 1 2 0 1 2 3 2 0 4 0 2 27 6 2 0 0 0 2
"LOC111100797" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100798" 4 10 7 3 10 10 8 13 8 6 10 5 6 5 12 13 12 4 10 9 8 8 6 10
"LOC111100799" 1 1 3 1 3 0 0 0 0 0 0 0 0 0 1 0 1 3 3 1 1 0 2 0
"LOC111100800" 20 0 30 0 24 1 43 0 0 1 0 67 72 0 28 0 1 2 0 21 0 1 25 15
"LOC111100801" 8 2 1 3 6 2 0 5 0 1 1 4 8 0 2 2 1 4 4 5 0 3 3 3
"LOC111100802" 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 0
"LOC111100803" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100804" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100805" 2 4 0 1 5 3 3 1 2 2 0 0 0 0 0 3 4 2 0 1 0 2 0 1
"LOC111100806" 0 0 34 1 11 0 0 12 3 3 46 0 2 3 1 0 3 0 1 0 0 3 50 0
"LOC111100807" 0 0 0 0 0 0 0 0 3 0 2 0 0 6 0 0 6 0 0 0 0 0 5 0
"LOC111100808" 4 1 5 0 7 6 5 0 2 2 4 8 1 5 2 7 5 5 3 3 2 9 7 4
"LOC111100809" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"LOC111100810" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100811" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100812" 2 0 0 0 1 0 1 0 0 0 0 1 3 0 0 0 0 1 0 0 0 0 0 0
"LOC111100813" 4 0 0 2 0 2 2 3 5 1 2 2 0 0 3 4 0 0 3 2 3 0 0 3
"LOC111100814" 0 4 0 2 4 1 0 1 3 1 0 0 5 38 1 0 0 2 2 1 0 1 0 2
"LOC111100815" 1 1 0 0 0 0 2 1 1 4 2 6 4 0 0 0 4 0 0 7 0 1 0 0
"LOC111100816" 0 0 3 0 1 2 4 0 1 1 1 1 6 0 2 1 3 0 1 5 0 0 3 3
"LOC111100817" 5 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"LOC111100818" 1 0 0 0 0 0 0 1 1 3 0 2 0 0 0 0 0 0 0 1 0 0 1 0
"LOC111100819" 0 2 0 0 0 0 0 0 0 0 6 1 0 0 4 1 11 2 0 22 1 0 0 4
"LOC111100820" 0 1 1 2 2 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1
"LOC111100821" 1 0 0 0 2 0 0 1 0 0 0 1 2 0 0 0 1 0 0 0 2 0 0 0
"LOC111100822" 0 0 0 1 0 0 6 0 1 9 4 0 9 0 5 0 0 0 1 2 0 2 0 0
"LOC111100823" 0 0 0 0 1 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0
"LOC111100824" 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0
"LOC111100825" 0 0 0 0 0 3 0 0 0 0 0 1 0 0 0 0 0 3 0 0 0 0 0 0
"LOC111100826" 36 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 1 0 0 0
"LOC111100827" 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0
"LOC111100828" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100829" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100830" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100831" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100832" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100833" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100834" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100835" 11 14 13 19 14 21 17 11 27 32 26 14 31 24 13 15 21 27 19 11 5 26 16 22
"LOC111100836" 4 0 4 1 16 22 3 0 0 1 1 0 7 0 5 2 4 0 5 2 14 1 3 4
"LOC111100837" 0 0 1 1 1 0 0 0 2 2 0 4 3 0 0 0 0 0 1 0 0 0 1 0
"LOC111100838" 0 0 1 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 1
"LOC111100839" 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 2 1 0 0 2 0 0
"LOC111100840" 0 0 1 2 0 0 0 0 1 0 0 2 0 1 0 0 0 0 0 0 0 0 0 1
"LOC111100841" 0 0 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100842" 0 8 0 0 0 48 0 0 0 0 0 4 0 0 1 0 1 0 1 0 0 0 0 0
"LOC111100843" 0 1 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0
"LOC111100844" 2 10 10 0 13 0 3 14 2 1 0 7 5 1 4 2 4 5 2 11 16 1 4 27
"LOC111100845" 13 8 9 2 20 13 12 9 11 12 17 12 12 5 7 10 9 17 13 13 8 20 7 12
"LOC111100846" 23 33 12 2 3 4 4 0 1 8 10 2 3 3 0 19 3 9 7 5 2 23 4 38
"LOC111100847" 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 2
"LOC111100848" 2 1 3 0 1 2 0 1 6 1 3 1 1 2 4 0 2 3 0 0 0 0 0 3
"LOC111100849" 0 0 0 1 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0
"LOC111100850" 4 2 5 0 0 0 3 2 1 3 0 2 1 3 1 3 0 3 2 3 1 2 2 2
"LOC111100851" 3 2 4 5 6 4 4 3 5 0 5 4 3 3 1 1 6 5 0 3 3 2 3 4
"LOC111100852" 6 0 6 3 2 5 5 2 1 8 12 1 11 9 1 3 1 3 9 8 6 0 6 2
"LOC111100853" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100854" 1 21 8 4 5 4 0 4 0 2 4 3 7 7 8 3 5 2 5 8 2 3 1 0
"LOC111100855" 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
"LOC111100856" 2 0 0 0 0 1 1 0 0 3 2 1 4 1 0 0 0 1 0 0 0 2 0 0
"LOC111100857" 2 2 2 3 4 3 0 1 6 4 6 1 2 1 2 3 2 5 5 0 1 1 2 3
"LOC111100858" 5 10 0 6 8 3 0 1 15 7 14 0 0 1 2 0 1 7 7 1 0 2 6 1
"LOC111100859" 0 4 1 7 0 1 3 2 3 3 8 2 0 0 0 7 1 2 1 5 4 1 0 4
"LOC111100860" 13 19 46 5 10 8 7 8 16 6 11 6 3 4 1 7 2 1 4 3 12 3 9 4
"LOC111100861" 14 25 15 13 11 31 21 13 30 8 12 14 14 8 7 21 22 12 11 22 16 12 24 16
"LOC111100862" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100863" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100864" 5 9 5 0 3 6 3 7 7 10 0 11 5 2 0 0 2 15 12 4 8 4 0 17
"LOC111100865" 7 0 3 2 0 3 1 1 2 2 1 4 1 3 4 1 0 6 0 4 3 1 3 4
"LOC111100866" 1 1 0 0 4 2 0 0 0 0 0 0 1 1 1 2 0 1 1 0 0 0 3 0
"LOC111100867" 0 0 0 0 0 0 0 0 0 0 5 0 0 1 0 0 0 0 0 0 0 0 1 0
"LOC111100868" 0 0 1 0 2 2 0 1 0 0 16 0 0 0 0 0 2 2 0 0 0 1 0 0
"LOC111100869" 0 0 1 0 0 1 1 1 0 2 0 1 0 0 0 1 3 0 0 1 0 0 0 0
"LOC111100870" 10 7 12 5 6 22 13 11 17 16 13 5 24 10 8 11 10 4 19 27 4 2 3 13
"LOC111100871" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100872" 0 2 0 0 1 0 0 0 0 0 1 0 0 0 2 1 1 0 0 0 1 0 1 0
"LOC111100873" 54 41 0 3 0 0 29 0 0 5 0 3 7 4 0 1 2 2 32 0 0 0 0 1
"LOC111100874" 11 11 12 6 15 21 9 7 20 6 15 7 12 2 13 11 11 20 11 5 7 8 11 21
"LOC111100875" 0 2 3 4 2 2 3 0 2 5 2 3 1 3 1 1 1 9 1 1 2 4 1 3
"LOC111100876" 6 6 3 1 1 1 0 2 0 1 3 0 4 1 2 1 2 1 0 4 0 6 5 0
"LOC111100877" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 3 0 1 0
"LOC111100878" 8 11 7 0 7 5 3 4 6 4 8 4 3 10 5 6 1 7 6 10 2 3 2 5
"LOC111100879" 0 1 1 0 0 3 0 27 1 0 3 1 2 1 1 0 0 1 4 0 2 1 3 1
"LOC111100880" 3 1 14 0 16 6 5 8 0 3 0 3 3 3 7 8 1 6 0 8 5 2 3 7
"LOC111100881" 1 1 1 2 0 1 3 1 1 2 3 0 1 0 1 0 0 1 0 1 1 0 0 0
"LOC111100882" 0 0 0 3 3 1 1 0 1 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1
"LOC111100883" 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0
"LOC111100884" 1 0 0 1 0 0 0 0 0 2 0 0 0 2 1 1 0 3 0 9 1 2 0 1
"LOC111100885" 1 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1
"LOC111100886" 1 1 0 2 3 0 0 0 1 1 0 0 0 3 0 0 0 0 1 0 0 0 0 1
"LOC111100887" 4 17 0 7 17 7 2 1 39 10 3 8 7 19 2 8 2 7 16 8 2 4 7 25
"LOC111100888" 16 57 25 13 15 29 24 12 20 15 10 26 30 7 42 19 13 52 16 47 8 10 17 16
"LOC111100889" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100890" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 5 0 0 0
"LOC111100891" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0
"LOC111100892" 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100893" 8 0 8 3 2 0 0 2 0 0 3 0 2 12 1 4 0 2 0 0 0 0 1 1
"LOC111100894" 1 0 0 6 3 1 2 0 1 2 0 0 3 1 1 0 0 3 4 0 1 4 1 0
"LOC111100895" 0 0 3 0 0 0 0 0 0 0 3 9 0 8 0 0 1 1 2 0 0 0 0 1
"LOC111100896" 7 2 6 3 5 13 7 5 1 10 5 4 11 9 3 4 9 8 1 5 3 6 4 8
"LOC111100897" 4 1 3 3 10 5 6 5 6 5 11 3 4 3 2 1 9 11 5 9 4 3 3 7
"LOC111100898" 7 16 4 7 10 14 8 2 10 8 10 4 6 4 2 2 6 11 6 10 11 10 4 19
"LOC111100899" 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 2 0 0
"LOC111100900" 1 0 0 0 0 0 0 0 1 1 0 0 0 1 0 1 0 2 1 0 1 1 0 0
"LOC111100901" 0 2 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0
"LOC111100902" 3 5 9 4 4 4 3 8 6 5 5 3 5 4 5 3 5 6 6 6 3 8 4 14
"LOC111100903" 30 36 31 58 41 22 39 40 30 50 33 37 43 31 39 29 51 47 50 41 36 92 33 41
"LOC111100904" 4 1 1 0 10 5 2 5 1 6 8 2 9 67 1 3 2 3 2 2 7 10 2 13
"LOC111100905" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100906" 15 4 9 2 5 4 5 9 7 6 7 6 0 24 4 1 2 2 4 85 4 7 1 4
"LOC111100907" 0 0 0 0 1 2 0 2 0 1 2 0 0 3 3 0 2 0 0 0 4 3 0 2
"LOC111100908" 0 1 0 2 3 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 1 1 0 1
"LOC111100909" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100910" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 0 0 0 0 0 0
"LOC111100911" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0
"LOC111100912" 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100913" 0 2 1 1 0 3 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0
"LOC111100914" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"LOC111100915" 1 4 0 0 0 2 0 0 4 0 0 2 1 2 3 3 0 1 1 0 0 3 1 0
"LOC111100916" 0 0 1 0 0 2 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0
"LOC111100917" 1 2 1 0 0 0 1 0 0 3 0 0 1 0 0 1 0 2 0 0 1 0 1 1
"LOC111100918" 1 0 1 0 1 0 0 8 0 2 2 0 3 3 0 0 0 9 1 6 0 2 3 0
"LOC111100919" 1 0 1 3 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 1 0
"LOC111100920" 2 0 7 1 1 0 0 0 0 4 1 0 2 2 1 1 0 2 0 0 0 1 0 3
"LOC111100921" 0 0 2 0 1 0 1 3 1 2 1 1 3 4 0 0 0 1 2 2 0 1 0 1
"LOC111100922" 0 0 0 0 0 1 0 0 0 0 1 0 0 1 2 0 0 3 1 0 1 0 2 3
"LOC111100923" 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 1 1 0 2
"LOC111100924" 4 1 2 0 5 0 1 5 1 1 1 0 5 0 1 2 0 1 4 0 0 3 1 4
"LOC111100925" 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 0
"LOC111100926" 1 1 0 0 1 1 1 0 1 1 2 0 0 1 0 0 0 1 0 0 1 0 0 1
"LOC111100927" 1 0 0 0 1 0 0 0 2 0 1 1 0 0 0 0 0 0 0 0 1 0 0 1
"LOC111100928" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"LOC111100929" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"LOC111100930" 0 0 4 0 89 1 0 0 0 0 0 7 1 0 0 2 0 0 1 0 5 0 1 0
"LOC111100931" 1 2 1 0 0 0 2 1 6 8 0 1 2 0 2 0 4 2 1 1 0 0 1 1
"LOC111100932" 1 0 2 0 0 4 0 1 1 2 0 0 1 0 0 2 1 2 2 0 1 3 0 0
"LOC111100933" 2 0 0 0 0 0 0 0 5 0 0 1 0 0 4 0 1 0 2 1 0 0 8 2
"LOC111100934" 0 2 3 4 1 0 3 0 1 0 1 3 1 3 8 0 26 1 6 2 3 2 1 1
"LOC111100935" 1 6 3 22 2 2 1 3 0 1 1 1 1 1 3 0 3 3 0 1 4 5 3 2
"LOC111100936" 0 0 1 0 1 0 0 0 0 1 1 3 0 1 0 0 0 0 0 0 0 0 0 1
"LOC111100937" 2 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 3 0 1
"LOC111100938" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0
"LOC111100939" 0 0 0 0 1 0 1 0 1 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0
"LOC111100940" 9 2 4 8 9 10 12 4 3 12 2 3 1 3 3 6 3 9 2 3 1 1 1 18
"LOC111100941" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100942" 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100943" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100944" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100945" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100946" 0 0 0 0 2 0 0 1 0 0 2 0 2 0 1 0 0 4 1 0 0 2 2 0
"LOC111100947" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100948" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100949" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100950" 0 0 0 1 1 6 0 1 0 13 1 1 0 0 1 0 0 0 0 0 0 0 0 2
"LOC111100951" 1 2 2 1 0 2 1 0 0 0 0 2 0 0 0 0 0 0 1 1 0 1 1 1
"LOC111100952" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 4 0 0 0 2 0 0
"LOC111100953" 0 0 4 0 0 1 0 0 1 0 0 2 1 1 0 0 0 1 1 0 1 2 0 0
"LOC111100954" 2 0 1 0 3 0 0 0 0 2 1 0 1 0 0 0 0 0 0 0 3 0 0 5
"LOC111100955" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100956" 0 4 0 3 0 0 0 0 1 1 2 0 0 3 0 0 0 10 0 0 3 0 0 1
"LOC111100957" 1 5 0 3 7 2 0 1 0 1 2 3 0 2 1 2 1 3 2 2 3 1 2 0
"LOC111100958" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"LOC111100959" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100960" 0 1 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 1 2 2 0 0 0 0
"LOC111100961" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100962" 1 1 0 1 0 0 0 3 1 1 3 0 0 1 0 0 0 1 0 1 0 1 0 1
"LOC111100963" 3 6 3 2 4 2 5 0 3 3 6 1 0 0 6 3 3 0 6 3 2 8 3 2
"LOC111100964" 3 0 1 1 3 5 5 1 2 7 1 1 1 1 3 4 2 7 2 1 1 1 1 1
"LOC111100965" 25 62 61 64 34 40 36 34 58 28 64 66 20 44 30 38 75 76 26 37 36 59 83 16
"LOC111100966" 62 118 33 51 26 49 30 44 33 16 52 44 33 22 38 47 171 39 36 40 3 133 83 50
"LOC111100967" 3 0 0 1 2 1 0 0 0 1 0 2 0 2 0 4 1 1 1 0 6 1 0 0
"LOC111100968" 0 1 0 0 1 1 0 5 0 0 0 0 0 0 1 0 1 1 1 0 0 0 1 0
"LOC111100969" 0 0 0 0 0 0 0 2 1 0 0 1 0 0 0 0 5 0 2 1 0 1 0 0
"LOC111100970" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100971" 0 0 0 0 1 1 1 0 1 0 1 0 0 1 1 0 1 0 0 0 0 0 1 0
"LOC111100972" 6 2 10 3 8 4 7 3 3 7 19 0 4 4 6 3 2 6 7 4 15 3 6 5
"LOC111100973" 7 18 5 13 10 16 10 12 3 13 17 14 5 13 6 17 4 16 9 6 11 1 22 29
"LOC111100974" 1 0 8 0 2 0 1 2 0 0 0 0 0 0 0 0 0 1 2 0 0 0 1 0
"LOC111100975" 0 0 1 1 0 3 4 2 0 0 0 0 3 1 4 0 0 0 3 0 0 0 0 4
"LOC111100976" 1 1 1 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 1 0 0 2 0 0
"LOC111100977" 0 0 0 0 4 0 1 0 0 1 1 3 0 1 0 1 0 0 0 2 2 0 1 0
"LOC111100978" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100979" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"LOC111100980" 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"LOC111100981" 0 2 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 3 0 0 0
"LOC111100982" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100983" 0 0 2 0 0 2 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0
"LOC111100984" 0 0 1 0 0 2 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 1 0
"LOC111100985" 3 1 2 0 1 3 1 0 1 3 6 1 2 3 0 0 0 1 2 1 0 2 1 5
"LOC111100986" 0 5 3 4 5 1 1 2 0 1 4 8 4 3 3 1 2 2 2 4 2 3 4 1
"LOC111100987" 0 1 1 0 2 0 0 0 2 0 0 3 0 0 0 0 0 0 0 0 0 1 2 0
"LOC111100988" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100989" 4 1 0 1 5 1 0 3 4 1 2 2 1 0 3 57 3 3 2 5 2 1 0 1
"LOC111100990" 0 1 3 0 3 0 1 1 1 1 3 1 1 0 1 1 0 0 1 0 0 0 0 0
"LOC111100991" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100992" 3 3 1 1 1 4 0 0 2 2 1 2 0 2 3 1 3 2 0 1 0 1 2 0
"LOC111100993" 0 15 6 2 3 5 2 5 4 4 5 2 2 6 2 3 1 5 2 3 2 6 3 4
"LOC111100994" 0 3 4 4 2 0 0 0 2 4 2 5 2 2 0 0 1 3 0 2 1 0 0 0
"LOC111100995" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 2
"LOC111100996" 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100997" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 1
"LOC111100998" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111100999" 1 2 0 0 0 2 2 0 0 1 0 0 0 0 0 0 1 1 0 0 1 0 0 0
"LOC111101000" 2 7 3 6 5 3 3 7 4 6 5 4 3 3 2 0 4 7 6 4 2 8 5 11
"LOC111101001" 4 22 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 1 0
"LOC111101002" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111101003" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111101004" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111101005" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111101006" 4 7 5 18 6 31 7 2 6 0 3 3 7 10 4 8 1 12 3 0 3 9 6 5
"LOC111101007" 1 17 0 2 2 4 3 1 0 0 2 1 1 0 0 1 3 3 3 1 0 18 1 3
"LOC111101008" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LOC111101009" 3 3 3 4 0 3 5 1 1 2 0 4 4 5 0 5 1 11 0 3 1 6 2 1
"LOC111101010" 1 0 1 0 0 1 1 0 0 0 0 0 0 0 4 0 4 1 0 1 1 0 0 0
"LOC111101011" 8 9 5 6 3 2 1 3 2 4 6 2 10 5 1 3 3 3 4 4 1 6 6 3
"LOC111101012" 0 0 2 3 1 0 0 0 0 0 3 0 1 1 1 3 1 5 1 2 2 0 0 2
